상호명,카테고리,평점,주소,운영시간,메뉴,시설
맛있는고기에솜씨를더하다 대교점,"육류,고기",4.0,부산 영도구 태종로 70-1 (우)49045,['월~금 16:00 ~ 21:00'],"{'숙성 삼겹살 (100g)': '2,900', '숙성 오겹살 (100g)': '3,290', '숙성 항정살 (100g)': '4,990', '수제 양념소갈비 (200g)': '8,990', '수제 양념돼지갈비 (200g)': '5,990'}",{}
남항횟집,회,0,부산 영도구 남항서로104번길 13 (우)49046,['null'],"{'물회 (1인분)': '15,000', '모듬회 (소)': '60,000', '아나고회 (소)': '50,000', '멸치회 (소)': '30,000', '갈치찌개 (소)': '40,000'}",{}
영도해장국,해장국,4.0,부산 영도구 남항로9번길 4 (우)49045,['null'],"{'재첩국': '5,000', '선지국': '4,000', '국수': '4,000', '사락국': '4,000'}",{}
가야포차선지국밥 영도점,국밥,5.0,부산 영도구 남항로 23-1 (우)49054,['null'],"{'수구리국밥': '6,500', '선지국밥': '5,500', '수구리전골(중)': '20,000', '오돌뼈': '13,000', '닭갈비': '13,000'}",{}
원조포항물회,회,3.0,부산 영도구 남항로9번길 37 (우)49045,['null'],"{'포항물회 (소)': '10,000', '포항물회 (대)': '12,000', '한치물회 (소)': '12,000', '아까+한치물회 (소)': '14,000', '아까모치회 (중)': '30,000'}",{}
영도다리옻삼계탕,삼계탕,3.8,부산 영도구 태종로 70 (우)49045,['null'],"{'타는 전복 옻계탕': '22,000', '안타는 전복 옻계탕': '22,000', '전복 삼계탕': '19,000', '한방 삼계탕': '13,000', '들깨 삼계탕': '15,000'}",{}
원조부안집 부산영도점,원조부안집,5.0,부산 영도구 절영로35번길 15 1층 (우)49052,['화~일 16:00 ~ 24:00'],{},{'WIFI': '가능'}
칼국수전문점 봉이,칼국수,3.8,부산 영도구 남항로 1 1층 (우)49045,['월~토 11:30 ~ 20:30'],"{'냉초계 메밀면': '7,500', '냉콩 메밀면': '7,500', '닭 칼국수': '5,500'}",{}
부산항양곱창,"곱창,막창",3.0,부산 영도구 절영로35번길 18 (우)49054,"['월,화,수,목,금,일 16:00 ~ 03:30']","{'양곱창(소)': '40,000', '전골': '40,000', '새우': '30,000', '꽃등심(200g)': '30,000', '특삼겹살 (500g)': '30,000'}",{}
도쿠도쿠,일식,3.0,부산 영도구 남항로31번길 7 (우)49054,['null'],"{'크림치즈도후바게트': '12,000', '멘타이까르보나라': '13,000', '우동': '7,000', '테루라면': '10,000', '나가사키짬뽕탕': '22,000'}",{}
태광돼지국밥,국밥,5.0,부산 영도구 절영로49번길 31 (우)49053,['null'],{},{}
부산본가돼지국밥,국밥,5.0,부산 영도구 태종로 60 (우)49042,['화~일 09:00 ~ 22:00'],"{'돼지국밥': '8,000', '수육(중)': '25,000'}",{}
배스킨라빈스 부산영도점,배스킨라빈스,0,부산 영도구 태종로 88 (우)49052,['매일 10:00 ~ 23:00'],"{'옹기종기팩': '26,500', '아빠왔다팩': '13,500', '파인트': '8,900', '쿼터': '17,000', '패밀리': '24,000'}",{}
교촌치킨 대교남항점,교촌치킨,3.4,부산 영도구 절영로 50 JS프라자 1층 (우)49045,['매일 12:00 ~ 24:00'],"{'교촌오리지날': '19,000', '교촌콤보': '22,000', '교촌윙': '22,000', '교촌허니오리지날': '19,000', '교촌허니콤보': '23,000', '교촌레드오리지날': '20,000', '': ''}",{}
송영희돈까스 영도점,"돈까스,우동",5.0,부산 영도구 남항로9번길 36 (우)49045,['null'],"{'수제돈가스': '8,000', '치즈돈가스': '9,000', '안심돈가스': '9,000', '매운돈가스': '9,000', '생선가스': '9,000'}",{}
엄마손 칼국수,음식점,5.0,부산 영도구 남항로 27 (우)49054,['null'],{},{}
쪽쪽갈비,갈비,50,부산 영도구 남항로 19 1층 (우)49054,['매일 15:00 ~ 24:00'],"{'쪽쪽갈비': '9,500'}",{}
등대횟집,회,2.4,부산 영도구 남항로31번길 29 (우)49054,['매일 10:00 ~ 22:30'],"{'활어회비빔밥': '10,000', '모듬회(소)': '40,000', '전어(소)': '40,000', '우럭구이': '15,000', '줄돔': '변동가격'}",{}
태식이의소신,"육류,고기",5.0,부산 영도구 남항로9번길 34-1 (우)49045,['월~토 16:00 ~ 23:00'],{},{}
족발의장인 족장 부산영도점,"족발,보쌈",5.0,부산 영도구 태종로 62 1층 (우)49042,['매일 11:00 ~ 24:00'],"{'추천\n산삼족발': '37,000', '추천\n산삼보쌈': '37,000', '숯불매운족발': '38,000', '숯불구이족발': '38,000', '숯불반반이족발': '38,000', '냉채족발': '39,000', '': ''}",{'WIFI': '가능'}
두메산골터줏대감,갈비,0,부산 영도구 태종로 86 2층 (우)49052,['null'],{},{}
맹꽁이,음식점,5.0,부산 영도구 남항로19번길 50 (우)49052,['null'],{},{}
1974윤,술집,5.0,부산 영도구 절영로 41 (우)49054,['null'],{},{}
동보성,중국요리,5.0,부산 영도구 태종로89번길 3 (우)49036,['null'],"{'탕수육 (소)': '15,000', '잡채': '13,000', '짜장면': '4,500', '우동': '4,500', '짬뽕밥': '5,500'}",{}
파리바게뜨 영도남항점,파리바게뜨,4.0,부산 영도구 남항로 40-1 (우)49055,['null'],{},{}
꿀돼지식당,"육류,고기",4.9,부산 영도구 남항로31번길 43 (우)49052,['매일 17:00 ~ 02:00'],{},{}
고향집,삼겹살,5.0,부산 영도구 절영로35번길 25 1층 (우)49052,['매일 16:00 ~ 04:00'],"{'국내산냉동삼겹살': '5,000'}",{}
3세판 2호점,"육류,고기",5.0,부산 영도구 절영로93번길 37 1층 (우)49055,['월~토 16:00 ~ 23:00'],"{'제주백돼지 한판(2~3인분)': '39,000', '제주백돼지 두판(3~4인분)': '55,000', '제주흑돼지 한판(2~3인분)': '50,000', '제주흑돼지 두판(3~4인분)': '69,000', '흑돼지(120g)': '10,000'}",{}
영도아나고숯불구이,장어,4.5,부산 영도구 절영로35번길 23 (우)49052,['null'],{},{}
순천아구찜,아구,0,부산 영도구 남항로31번길 4 (우)49053,['null'],{},{'주차': '가능'}
대평마을다방,카페,2.5,부산 영도구 대평로27번길 6 1층 (우)49043,['매일 11:00 ~ 20:00'],{},{'주차': '가능'}
속에천불 청송얼음막걸리 영도대교점,"호프,요리주점",5.0,부산 영도구 태종로73번길 4 (우)49037,['null'],{},{}
마이도,일본식주점,4.0,부산 영도구 남항로31번길 12 (우)49053,['null'],"{'민물장어구이': '30,000', '메로구이': '25,000', '오꼬노미야끼': '18,000', '육회(한우)': '18,000', '명란구이': '9,000'}",{}
금성갈비탕,한식,5.0,부산 영도구 남항로 35-2 1층 (우)49053,['매일 10:30 ~ 21:00'],"{'갈비탕': '10,000', '꼬리탕': '15,000', '꼬리수육(중)': '38,000', '꼬리수육(대)': '48,000', 'LA갈비': '10,000'}","{'WIFI': '가능', '동물출입': '', '주차': '가능', '휠체어사용': '가능', '놀이방': '', '흡연실': ''}"
G,"돈까스,우동",5.0,부산 영도구 남항로 3 (우)49045,['null'],"{'삼겹구이 비빔밥': '6,000', '제육 덮밥': '6,000', '소 불고기 덮밥': '7,000', '수제 등심 돈까스': '6,000', '수제 오븐치즈 돈까스': '7,000'}",{}
불막열삼 영도남항점,불막열삼,5.0,부산 영도구 남항로 35-1 1층 (우)49053,['매일 16:00 ~ 00:30'],{},{}
영도녹두집,"호프,요리주점",4.7,부산 영도구 남항로 14 (우)49046,['매일 16:00 ~ 02:00'],"{'고기빈대떡': '9,000', '해물빈대떡': '9,000', '녹두해물파전': '9,000', '해물파전': '9,000', '김치파전': '9,000'}",{}
구석집,한식,0,부산 영도구 절영로35번길 25-3 (우)49052,['null'],{},{}
호시,일본식주점,5.0,부산 영도구 남항로31번길 19 (우)49054,['null'],"{'참다랑어 대뱃살': '80,000', '민물장어초밥': '20,000', '홍어챠슈삼합': '30,000', '메로가마살구이': '25,000', '생우럭탕': '25,000'}",{}
춘 chun,카페,0,부산 영도구 절영로29번길 7 (우)49052,['null'],{},{}
제주곱창,"곱창,막창",4.7,부산 영도구 절영로35번길 14 (우)49054,['null'],"{'막창구이(1인분)': '7,000', '곱창전골(소)': '25,000', '곱창전골(대)': '35,000'}",{}
목촌나주곰탕왕갈비탕,한식,0,부산 영도구 남항로9번길 35 (우)49045,['null'],"{'맑은나주곰탕': '6,000', '특 맑은나주곰탕': '7,000', '우거지갈비해장국': '9,000', '사골곰탕': '7,000', '얼큰나주곰탕': '8,000'}",{}
국가대표명품찹쌀꽈배기 영도점,도넛,4.5,부산 영도구 대평로 8 (우)49041,['null'],"{'찹쌀 고구마치즈도넛츠(1개)': '1,500', '찹쌀 꽈배기(2개)': '1,000', '찹쌀 (녹두)공룡알(2개)': '1,000', '찹쌀 팥도넛츠(1개)': '1,000', '찹쌀 고구마도넛(1개)': '1,000'}",{}
나무섬,회,5.0,부산 영도구 절영로35번길 25 1층 (우)49052,['null'],"{'모둠회': '40,000'}","{'WIFI': '가능', '주차': '', '휠체어사용': '가능', '놀이방': '', '흡연실': ''}"
BHC치킨 영도신도시점,BHC치킨,0,부산 영도구 남항로 28 1층 (우)49055,['매일 12:00 ~ 24:00'],"{'더블팝순살 양념+치즈볼': '28,000', '더블팝순살 후라이드+치즈볼': '27,000', '스윗킹 폭립+치즈볼': '33,000', '핫후라이드 콤보+치즈볼': '25,000', '핫후라이드 윙+치즈볼': '25,000', '핫후라이드 스틱+치즈볼': '25,000'}",{}
영도진주냉면,냉면,1.0,부산 영도구 절영로 15-1 (우)49036,['null'],"{'물냉면': '8,000', '비빔냉면': '9,000', '물비빔냉면': '9,000', '육전': '13,000', '갈비찜(중)': '40,000'}",{}
회산물,회,0,부산 영도구 남항로31번길 35 1층 (우)49054,['화~일 16:00 ~ 01:00'],"{'추천\n모듬회': '35,000'}",{}
굽네치킨 부산남항점,굽네치킨,3.0,부산 영도구 절영로93번길 25-1 1층 (우)49055,['매일 12:00 ~ 24:00'],"{'남해마늘바사삭+콜라1.25L': '21,000', '오븐바사삭+티카마살라+콜라1.25L': '21,900', '오븐바사삭+치킨마크니+콜라1.25L': '21,900', '불금치킨+콜라1.25L': '20,000', '오븐바사삭+콜라1.25L': '19,000', '치즈바사삭+콜라1.25L': '20,000', '': ''}",{}
수복축산,"육류,고기",0,부산 영도구 남항로25번길 17 (우)49054,['월~금 11:30 ~ 22:00'],{},{}
원조소문난돼지국밥,국밥,5.0,부산 영도구 남항남로19번길 45 (우)49048,['null'],{},{}
영도가마솥설렁탕,설렁탕,5.0,부산 영도구 남항로19번길 44-1 1층 (우)49052,['매일 00:00 ~ 24:00'],"{'가마솥 설렁탕': '9,000', '사골우거지탕': '9,000', '소 수육(소)': '30,000', '소 수육(대)': '50,000'}","{'WIFI': '', '동물출입': '', '주차': '', '휠체어사용': '가능', '놀이방': '', '흡연실': ''}"
바다장어조아,장어,5.0,부산 영도구 남항로9번길 2-1 (우)49045,['매일 10:00 ~ 22:00'],"{'멍게비빔밥': '8,000', '장어구이(소)': '40,000', '양념장어구이(소)': '40,000', '장어탕': '11,000', '돌솥비빔밥': '6,000'}",{}
피자스쿨 부산남항점,피자스쿨,4.0,부산 영도구 남항로 38 (우)49055,['null'],"{'고구마피자': '10,900', '까르보네피자': '12,900', '깐쇼새우피자': '14,900', '나폴리피자': '12,900', '닭안심살피자': '14,900', '도이치바이트피자': '14,900', '': ''}",{}
달인교동짬뽕 영도직영점,중국요리,3.3,부산 영도구 절영로36번길 3 (우)49045,['null'],{},{}
원조콩나물해장국,해장국,0,부산 영도구 절영로35번길 17 (우)49052,['null'],"{'감자탕(중)': '20,000', '감자탕(대)': '30,000', '닭도리탕(중)': '20,000', '아구찜(중)': '40,000', '코다리조림': '20,000'}",{}
가장맛있는족발 영도점,가장맛있는족발,1.0,부산 영도구 태종로 86 (우)49052,['null'],{},{}
꼬꼬 삼계탕,삼계탕,5.0,부산 영도구 남항로 8 (우)49046,['null'],{},{}
다정네아구찜,아구,5.0,부산 영도구 남항로9번길 22 (우)49045,['null'],"{'제육+해물된장 (1인)': '7,000', '아구찜 (대)': '35,000', '대구뽈찜 (대)': '40,000', '아구수육 (대)': '40,000', '아구탕': '7,000', '아구뽈찜': '7,000', '': ''}",{}
수미쌈밥,쌈밥,2.0,부산 영도구 남항로19번길 13 (우)49054,['null'],{},{}
코리안바베큐 영도점,코리안바베큐,0,부산 영도구 절영로35번길 9 (우)49052,['null'],{},{}
카우카우,"육류,고기",5.0,부산 영도구 절영로35번길 28 (우)49054,['null'],"{'한우모듬(중)': '50,000', '안창살(100g)': '30,000', '갈비살(100g)': '20,000', '된장전골': '15,000', '물냉면': '5,000'}",{}
인생전집,한식,5.0,부산 영도구 남항로 35-1 (우)49053,['null'],"{'인생모듬전(R)': '22,000', '인생반전(R)': '10,000', '치즈김치전': '17,000', '해물파전(R)': '9,000', '김치전/부추전(R)': '8,000', '소고기버섯전골': '19,000', '': ''}",{}
수미가양곱창,"곱창,막창",0,부산 영도구 남항로25번길 19 (우)49054,['매일 15:00 ~ 02:00'],"{'양곱창모듬구이(소)': '40,000', '양곱창모듬구이(대)': '65,000', '특양구이(500g)': '40,000', '양곱창전골': '40,000', '새우구이(150g)': '30,000'}",{}
풍어횟집,회,0,부산 영도구 절영로49번길 27 (우)49054,['null'],{},{}
덕성식당,해장국,0,부산 영도구 남항로 24-2 (우)49055,['null'],{},{}
불로만숯불바베큐 남항점,불로만숯불바베큐,4.0,부산 영도구 남항로31번길 23 (우)49054,['매일 14:00 ~ 01:00'],"{'나홀로세트': '16,000', '한식 숯불 바베큐(뼈)': '19,000', '양식 숯불 바베큐(뼈)': '19,000', '간장 숯불 바베큐(뼈)': '19,000', '소금구이 숯불 바베큐': '19,000', '순살 소금 숯불 바베큐': '19,000', '': ''}",{}
크러그 영도점,디저트카페,3.0,부산 영도구 남항서로 123 1층 (우)49042,['null'],{},{}
해물횟집,회,0,부산 영도구 남항로10번길 1 (우)49046,['null'],"{'고급회(소)': '50,000', '고급회(중)': '70,000', '고급회(대)': '90,000', '모듬회(소)': '40,000', '모듬회(중)': '50,000'}",{}
오가다 부산영도점,오가다,5.0,부산 영도구 절영로 30 1층 (우)49045,['매일 08:00 ~ 22:00'],{},{}
평사리가는길 영도점,한식,0,부산 영도구 절영로35번길 3 (우)49052,['null'],"{'평사리정식': '14,000', '평사리서희정식': '19,000', '다슬기탕': '6,000', '녹차보쌈(중)': '20,000', '녹차오리훈제(중)': '20,000'}",{}
본도시락 부산영도점,본도시락,0,부산 영도구 남항로9번길 34 (우)49045,['null'],{},{}
통뼈감자탕 남항점,통뼈감자탕,0,부산 영도구 절영로 41-1 (우)49054,['null'],{},{}
돈덩이,"육류,고기",5.0,부산 영도구 남항로 11 (우)49045,['월~토 17:00 ~ 23:00'],"{'세트A': '4,000', '생삼겹살(120g)': '9,000', '양념돼지갈비(200g)': '9,000', '돼지껍데기': '4,000', '돼지김치찌개': '7,000'}",{}
요달의찜닭 영도점,닭요리,5.0,부산 영도구 남항로25번길 18 (우)49054,['null'],{},{}
피자마루 부산남항점,피자마루,0,부산 영도구 남항로31번길 5 1층 (우)49054,['null'],"{'포테이토 피자(골드,바이트)': '16,900', '불고기 피자': '12,500', '꿀고구마피자': '11,900', '투움바 파스타 피자': '9,900', '트러플 버섯 피자': '9,500', '이탈리안 치즈피자(골드,바이트)': '14,500', '': ''}",{}
이백장돈가스 부산영도점,"돈까스,우동",3.0,부산 영도구 절영로49번길 14 (우)49054,['null'],{},{}
신세계고깃집,한식,0,부산 영도구 절영로43번길 32 (우)49053,['null'],"{'한우등심(100g)': '22,000', '한우부채살(100g)': '23,000', '목살(100g)': '7,000', '한우육회비빔밥': '10,000', '왕갈비탕': '8,000'}",{}
동규분식,분식,5.0,부산 영도구 남항로19번길 1 1층 (우)49054,['null'],{},{}
밤야,술집,4.7,부산 영도구 절영로35번길 21 (우)49052,['null'],"{'스끼야끼': '28,000', '밀푀유나베': '22,000', '차돌박이숙주볶음': '17,000', '로제파스타': '15,000', '새우감바스': '15,000'}",{}
달구지식당,한식,0,부산 영도구 남항로9번길 32 (우)49045,['null'],"{'순두부': '6,000', '청국장': '6,000', '알탕': '8,000', '갈치조림': '8,000', '문어숙회': '20,000'}",{}
장수삼계탕,삼계탕,0,부산 영도구 남항로9번길 42 (우)49045,['null'],"{'삼계탕': '10,000', '옻삼게탕': '13,000', '들깨삼계탕': '13,000', '녹두삼계탕': '13,000', '전복삼게탕': '15,000'}",{}
밥,한식,0,부산 영도구 절영로93번길 29-4 (우)49055,['null'],{},{}
다이버횟집,회,0,부산 영도구 남항로10번길 7 (우)49046,['null'],"{'모듬회(소)': '60,000', '전복회(소)': '50,000', '소라(소)': '30,000', '물회': '12,000', '이시가리': '변동가격'}",{}
엄마불닭발,한식,0,부산 영도구 절영로49번길 11 (우)49054,['매일 17:00 ~ 24:00'],"{'뼈 닭발': '16,000', '무뼈 닭발': '17,000', '국물 뼈 닭발': '17,000', '땡초 해물부추전': '13,000', '땡초 해물김치전': '13,000', '얼큰 오뎅탕': '15,000', '': ''}",{}
쭈돈,"육류,고기",4.5,부산 영도구 남항로 34 (우)49055,['매일 11:00 ~ 23:00'],"{'매콤뚜꾸미 철판볶음': '7,000', '묵은지 김치전골': '7,000', '수제양념 돼지갈비(200g)': '9,000', '수제칼집 생 삼겹살(130g)': '9,000', '수제칼집 생 목살(130g)': '9,000'}",{}
마후닭 영도점,치킨,5.0,부산 영도구 절영로43번길 27 (우)49054,['null'],{},{}
외양간혜림,"육류,고기",5.0,부산 영도구 남항로 23 (우)49054,['null'],{},{}
시골밥상,"찌개,전골",5.0,부산 영도구 남항로 6 (우)49046,['null'],{},{}
우리동네큰닭,치킨,0,부산 영도구 절영로49번길 11 1층 (우)49054,['null'],"{'후라이드': '19,000', '양념치킨': '20,000', '간장치킨': '20,000', '크림치킨': '21,000', '마늘치킨': '20,000'}",{}
선우봉,"해물,생선",0,부산 영도구 남항로37번길 3 (우)49053,['매일 16:00 ~ 23:00'],"{'해물한판 (소)': '35,000', '해물한판 (대)': '50,000', '자연산 홍합': '30,000', '간장새우': '30,000', '고둥찜': '30,000'}",{}
오늘은장어,장어,5.0,부산 영도구 절영로36번길 22 (우)49045,['null'],"{'장어탕': '13,000', '장어구이': '15,000', '장어코스': '25,000'}",{}
오투,한식,0,부산 영도구 남항로9번길 41 (우)49045,['null'],{},{}
빠나미베이커리,"제과,베이커리",0,부산 영도구 절영로 54 (우)49045,['null'],{},{}
봉구비어 영도남항점,봉구비어,3.0,부산 영도구 남항로25번길 35 (우)49054,['null'],{},{}
피자알볼로 영도점,피자알볼로,5.0,부산 영도구 절영로 50 1층 (우)49045,['매일 11:00 ~ 22:00'],"{'떡볶이': '8,000', '쉬림프&핫치킨골드피자': '29,000', '옥수수피자': '22,500', '단호박피자': '22,500', '수퍼디럭스콤비네이션피자': '20,500', '포테이토피자': '20,500', '': ''}","{'WIFI': '가능', '주차': ''}"
정일품,"육류,고기",0,부산 영도구 남항로 5 (우)49045,['null'],"{'냉면': '6,000', '웰빙쌈밥': '8,000', '두루치기정식': '7,000', '생삼겹살 (150g)': '8,000', '생목살 (150g)': '8,000', '생항정살 (130g)': '8,000', '': ''}",{}
이대가 돼지국밥,한식,5.0,부산 영도구 절영로 39-1 (우)49054,['null'],{},{}
칠성커피숍,다방,0,부산 영도구 태종로 69-1 (우)49037,['null'],{},{}
자담치킨 남항점,치킨,0,부산 영도구 남항로 35 (우)49053,['null'],{},{}
국수랑샤브랑,국수,5.0,부산 영도구 남항로9번길 28 (우)49045,['월~토 11:00 ~ 21:00'],"{'소고기샤브샤브(1인)': '10,000', '물국수(보통)': '4,000', '비빔국수(보통)': '5,000', '정통충무김밥': '6,000', '김밥': '2,500'}",{}
금성숯불갈비,갈비,3.4,부산 영도구 남항로10번길 11 (우)49046,['매일 11:00 ~ 22:00'],{},{}
맛깔참죽 부산영도점,맛깔참죽,0,부산 영도구 태종로 84 (우)49052,['null'],{},{}
빨간병아리,한식,0,부산 영도구 남항로31번길 20 (우)49053,['null'],{},{}
역전할머니맥주 부산영도점,역전할머니맥주,4.0,부산 영도구 절영로35번길 5 (우)49052,['매일 17:00 ~ 02:30'],{},{}
스시보노,"초밥,롤",4.0,부산 영도구 태종로 76 (우)49045,['null'],"{'A 초밥(10p)': '9,900', 'AS 초밥': '13,000', '우삼겹': '9,000', '장어': '9,000', '와규': '10,000'}",{}
미도사시미,회,5.0,부산 영도구 남항로 20 (우)49055,['null'],{},{}
신남경원,중국요리,5.0,부산 영도구 대평로19번길 12 (우)49043,['null'],{},{}
마족,"족발,보쌈",1.0,부산 영도구 남항서로 126 (우)49045,['null'],"{'앞발+보쌈소': '30,000', '뒷발+보쌈소': '28,000', '불족+보쌈소': '30,000', '불족+앞발(소)': '30,000', '불족+뒷발소': '28,000', '커플반반': '45,000', '': ''}",{}
복고다방 복고다방,카페,0,부산 영도구 절영로42번길 12 (우)49045,['null'],{},{}
청산,참치회,0,부산 영도구 남항로31번길 18 (우)49053,['null'],{},{}
진미추어탕,추어,0,부산 영도구 남항로25번길 5-1 (우)49054,['null'],{},{}
라비타커피,커피전문점,5.0,부산 영도구 태종로 85 (우)49036,['null'],{},{}
써니커피숍,다방,0,부산 영도구 남항로 21 (우)49054,['null'],{},{}
짱어랑,장어,0,부산 영도구 남항로 28 1층 (우)49055,['null'],{},{}
J,카페,0,부산 영도구 남항로9번길 47 1층 (우)49045,['null'],{},{}
마왕족발 영도점,마왕족발,0,부산 영도구 남항로 6-1 1층 (우)49046,['null'],"{'마라통구이': '38,000', '마라볶음밥': '7,000', '마왕통구이': '36,000', '마왕보쌈구이': '36,000', '반반세트': '45,000', '악마세트': '42,000', '': ''}",{}
송화루,중국요리,0,부산 영도구 남항로10번길 18 (우)49046,['null'],{},{}
수다방,다방,0,부산 영도구 대평로28번길 13-10 (우)49040,['null'],{},{}
백두봉낙지,한식,0,부산 영도구 대평로 20 (우)49040,['null'],{},{}
보물섬,"호프,요리주점",0,부산 영도구 남항로25번길 28-4 (우)49054,['null'],{},{}
카페동,카페,4.7,부산 영도구 절영로49번길 32 (우)49053,['월~토 11:00 ~ 21:00'],"{'아메리카노(S)': '2,000', '카페라떼(S)': '3,000', '허브차(S)': '2,500', '직접 끓인 수제 단팥죽': '3,000', '딸기쥬스': '변동가격'}",{}
소담국밥,국밥,0,부산 영도구 남항로25번길 10 1층 (우)49054,['매일 09:00 ~ 21:00'],"{'돼지국밥': '7,000', '순대국밥': '7,000', '모듬국밥': '7,000', '수육백반': '10,000', '산더미갈비탕': '10,000'}",{}
바다한상,한식,0,부산 영도구 절영로43번길 33 (우)49053,['null'],{},{}
지리산흑돼지,"육류,고기",0,부산 영도구 남항로9번길 53 (우)49045,['null'],{},{}
종점반점,중국요리,0,부산 영도구 절영로50번길 4 (우)49045,['null'],{},{}
옹헤야불백,"불고기,두루치기",0,부산 영도구 태종로 83 (우)49036,['null'],{},{}
영도이치방,일본식주점,0,부산 영도구 남항로25번길 31 (우)49054,['null'],{},{}
이조숯불갈비,갈비,0,부산 영도구 절영로36번길 4 (우)49045,['null'],"{'왕돼지갈비 (300g)': '13,000', '삼겹살 (200g)': '9,000', '도가니탕': '13,000', '도가니탕 (특)': '15,000', '곰탕': '8,000', '김치찌개': '6,000'}",{}
영도해풍코다리,한식,5.0,부산 영도구 절영로30번길 19 (우)49045,['null'],{},{}
대교낙지,한식,5.0,부산 영도구 절영로35번길 3 (우)49052,['null'],{},{}
서가촌,"육류,고기",0,부산 영도구 절영로49번길 16 (우)49054,['null'],"{'서가촌 갈비탕': '10,000', '한우 소머리 곰탕(특)': '10,000', '소머리 곰탕': '8,000', '서가촌 육개장': '8,000'}",{}
삼오정,"찌개,전골",0,부산 영도구 남항서로 135 (우)49042,['null'],{},{}
푸라닭치킨 부산남항점,푸라닭치킨,5.0,부산 영도구 남항로 21-2 (우)49054,['null'],"{'마불로 악마': '19,900', '콘소메이징': '18,900', '순살 블랙알리오': '21,900', '고추마요 치킨': '18,900', '순살 블랙 마불로': '23,900', '마불로 악마에 반하다': '28,800'}",{}
77포항물회,회,0,부산 영도구 절영로36번길 14-1 (우)49045,['null'],{},{}
대문물횟집,회,4.0,부산 영도구 남항서로104번길 11 (우)49046,['null'],{},{}
좋은자리,"매운탕,해물탕",3.0,부산 영도구 남항로9번길 35-1 (우)49045,['null'],{},{}
약속커피숍,커피전문점,0,부산 영도구 절영로36번길 2 (우)49045,['null'],{},{}
쭈야네 소주방,음식점,0,부산 영도구 남항로31번길 7 (우)49054,['null'],{},{}
항구커피숍,커피전문점,0,부산 영도구 남항로9번길 30 (우)49045,['null'],{},{}
수림커피비어,"호프,요리주점",0,부산 영도구 태종로 71 (우)49037,['null'],{},{}
오리1번가,오리,0,부산 영도구 태종로73번길 3-1 (우)49037,['null'],"{'오리백숙': '45,000', '오리 양념': '35,000', '오리 소금구이': '30,000', '뒷고기(한판)': '20,000'}",{}
행복한식당,한식,0,부산 영도구 절영로42번길 12 (우)49045,['null'],{},{}
디멘드커피,카페,0,부산 영도구 절영로35번길 11 (우)49052,['null'],{},{}
명성닭한마리,닭요리,4.0,부산 영도구 절영로 22 1층 (우)49037,['null'],"{'닭칼국수(1인)': '7,000', '닭한마리(2인)': '25,000', '닭한마리(2~3인)': '35,000', '닭한마리(3~4인)': '45,000'}","{'WIFI': '가능', '주차': '', '놀이방': '', '흡연실': ''}"
잔,한식,5.0,부산 영도구 절영로49번길 7 (우)49054,['null'],{},{}
영,다방,0,부산 영도구 태종로 90 (우)49052,['null'],{},{}
영도관,중국요리,0,부산 영도구 대평로 15 (우)49043,['null'],{},{}
류길상피자샵,피자,0,부산 영도구 절영로 40 하나타워 102호 (우)49045,['매일 11:00 ~ 23:30'],{},{}
삼각지커피숍,다방,0,부산 영도구 절영로 53-1 2층 (우)49054,['null'],{},{}
동은다방,다방,0,부산 영도구 태종로 62-1 (우)49042,['null'],{},{}
고기듬뿍대왕비빔밥 영도점,한식,0,부산 영도구 절영로93번길 25-1 1층 (우)49055,['null'],{},{}
한옥아구찜,아구,0,부산 영도구 절영로49번길 7 (우)49054,['null'],{},{}
맘토스트,토스트,5.0,부산 영도구 태종로 83 1층 (우)49036,['월~토 09:00 ~ 19:00'],"{'맘토스트': '3,000', '햄치즈토스트': '3,500', '아메리카노': '2,000', '카페라떼': '3,000', '과일주스': '3,500'}",{}
자갈치브라더스 부산영도점,자갈치브라더스,0,부산 영도구 남항로25번길 27 1층 (우)49054,['null'],{},{'WIFI': '가능'}
네네치킨 남항점,네네치킨,5.0,부산 영도구 남항로 24-2 (우)49055,['null'],"{'레드마블치킨 (뼈)': '20,000', '레드마블치킨 (순살)': '22,000', '레드마요치킨': '19,000', '청양마요치킨': '19,000', '스노윙치킨': '19,000', '소이갈릭치킨': '19,000', '': ''}",{}
생각나는호프,술집,0,부산 영도구 절영로 39 (우)49054,['null'],{},{}
해와달커피숍,카페,0,부산 영도구 남항로31번길 34-1 (우)49053,['null'],{},{}
송이앙플,"떡,한과",0,부산 영도구 남항로9번길 52 1층 (우)49045,['화~금 10:00 ~ 19:00'],{},"{'WIFI': '가능', '주차': '가능'}"
수 bar,한식,0,부산 영도구 남항로 38-2 (우)49055,['null'],{},{}
예루치킨 옛날통닭,치킨,0,부산 영도구 남항서로104번길 12 위너빌 101호 (우)49046,['매일 12:00 ~ 24:00'],{},{}
우향빙장회,회,0,부산 영도구 절영로49번길 23 (우)49054,['null'],{},{}
하꾸양곱창,"곱창,막창",5.0,부산 영도구 절영로 38 (우)49045,['null'],{},{}
김사부,술집,0,부산 영도구 절영로36번길 4 (우)49045,['null'],{},{}
